 True or false: An immaterial object has a life that is some life.,very_good,good,good,AVERAGE,average,bad,very_bad,2,GOOD-AVERAGE
 A material object is a part of some universe. True or false?,very_good,very_good,very_good,VERY_GOOD,very_good,very_good,very_bad,6,VERY_GOOD
 A condition is a condition of only a situation. True or false?,very_good,good,good,AVERAGE,bad,bad,very_bad,2,GOOD-BAD
 A process is preceded by only a temporal region. True or false?,very_good,very_good,very_good,GOOD,good,bad,very_bad,3,VERY_GOOD
 A physical mass inheres in only a material object. True or false?,very_good,very_good,very_good,AVERAGE,bad,bad,very_bad,3,VERY_GOOD
 A collective process has a granular part that is only a process. True or false?,very_good,very_good,very_good,GOOD,good,average,very_bad,3,VERY_GOOD
 A process projects onto some temporal region. True or false?,very_good,very_good,very_good,VERY_GOOD,very_good,bad,very_bad,5,VERY_GOOD
 A material object has a life that is some life. True or false?,very_good,very_good,good,AVERAGE,average,very_bad,very_bad,2,VERY_GOOD-AVERAGE-VERY_BAD
 Which quality projects onto a canonicity value region?,very_good,very_good,good,AVERAGE,average,bad,very_bad,2,VERY_GOOD-AVERAGE
 Which condition has a life that is life?,very_good,good,good,AVERAGE,bad,very_bad,very_bad,2,GOOD-VERY_BAD
 Which process is a life of a particular?,very_good,good,bad,BAD,bad,very_bad,very_bad,3,BAD
 Which particular is preceded by a process?,very_good,very_good,bad,BAD,bad,bad,very_bad,4,BAD
 Which process is a life of some particular?,very_good,very_good,average,AVERAGE,bad,bad,very_bad,2,VERY_GOOD-AVERAGE-BAD
 Which value region is a projection of only a taxon quality?,very_good,very_good,good,BAD,bad,bad,very_bad,3,BAD
 Which particular is preceded by only a process?,very_good,very_good,bad,BAD,bad,bad,very_bad,4,BAD
 Which object quality projects onto only a taxon value region?,very_good,very_good,very_good,GOOD,bad,very_bad,very_bad,3,VERY_GOOD
 Which condition has a life that is only life?,very_good,good,average,BAD,bad,bad,very_bad,3,BAD
 Which condition projects onto some immaterial three dimensional physical entity?,very_good,very_good,very_good,GOOD,good,bad,very_bad,3,VERY_GOOD
 Which condition has a life that is some life?,very_good,good,average,BAD,bad,bad,very_bad,3,BAD
