axiom_pattern;axiom;template;question;question_type;op_category;ontology;file;question_type_short;op_category_short
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Situation);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Function);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PhysicalForce);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Action);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Quality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some SubAtomicParticle);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PluralityOfOrganisms);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ZeroDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some TemporalRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some StructuredBiologicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some MaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PhysicalLength);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some AmountOfPureSubstance);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some OneDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Process);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some InformationObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Atom);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Canonicity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some CanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some CollectiveMaterialEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PhysicalVolume);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ImmaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some TimeInterval);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some NoncanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some CompoundOfCollectiveMaterialEntities);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some CanonicityValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Organism);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ProcessQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Plan);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some MonoMolecularEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Compound);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PhysicalMass);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Life);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some CellularComponent);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some TwoDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ObjectQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Role);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some ImmaterialThreeDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some TaxonValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some InstantaneousProcess);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Wave);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Disposition);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some Particular);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PolyMolecularCompositeEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some PlanExecution);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isLifeOf some TaxonQuality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe life of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(projectsOnto some ImmaterialObject);What does [X] [prop/*OP_VERB_PREP-infinitive]?;What-1-part-1-rel;What does universe project onto?;OP_VERB_PREP;biotop;What-1-part-1-rel.csv;w1p1r;verb_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(projectsOnto some ImmaterialThreeDimensionalPhysicalEntity);What does [X] [prop/*OP_VERB_PREP-infinitive]?;What-1-part-1-rel;What does universe project onto?;OP_VERB_PREP;biotop;What-1-part-1-rel.csv;w1p1r;verb_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(projectsOnto some Particular);What does [X] [prop/*OP_VERB_PREP-infinitive]?;What-1-part-1-rel;What does universe project onto?;OP_VERB_PREP;biotop;What-1-part-1-rel.csv;w1p1r;verb_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Universe);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some CollectiveProcess);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Condition);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Cell);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some PointInTime);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some OrganismPart);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Situation);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Function);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some PhysicalForce);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Action);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Quality);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some SubAtomicParticle);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some PluralityOfOrganisms);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some ZeroDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some TemporalRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some StructuredBiologicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some ValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some MaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some PhysicalLength);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some AmountOfPureSubstance);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some OneDimensionalPhysicalEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Process);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some InformationObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Atom);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some Canonicity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some CanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some CollectiveMaterialEntity);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some PhysicalVolume);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some ImmaterialObject);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some TimeInterval);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
[X] SubclassOf([prop] some [Y]);Universe SubclassOf(isProjectionOf some NoncanonicalValueRegion);What is [X] [prop/*OP_IS_NOUNS_PREP]?;What-1-part-1-rel;What is universe a projection of?;OP_IS_NOUNS_PREP;biotop;What-1-part-1-rel.csv;w1p1r;is_noun_prep
